04/08/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,11103,QUEENS,40.76903689089537,-73.91521466252065
04/10/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,11103,QUEENS,40.75600098036547,-73.9137044426985
04/10/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11106,QUEENS,40.759039937019516,-73.92631623290526
04/10/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11101,QUEENS,40.7548039332743,-73.93394762364352
04/11/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11377,QUEENS,40.744287040924384,-73.89773240361714
04/11/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11101,QUEENS,40.75435010278786,-73.93716043566575
04/11/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11237,BROOKLYN,40.70474838641738,-73.91403047290214
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11418,QUEENS,40.69949752176717,-73.82094448894405
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10009,MANHATTAN,40.72845741060336,-73.97786496822046
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11417,QUEENS,40.67257872242123,-73.83704448125403
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11214,BROOKLYN,40.605081788673196,-73.9977779826896
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,10003,MANHATTAN,40.729430327202074,-73.98597192184135
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11221,BROOKLYN,40.69554136384613,-73.91260707216114
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10036,MANHATTAN,40.75810935472837,-73.98008945590671
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10009,MANHATTAN,40.72330018299885,-73.97877221709433
04/11/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11103,QUEENS,40.76303263110265,-73.91318995079233
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11418,QUEENS,40.69987494795056,-73.83664236142151
04/13/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11370,QUEENS,40.75975463889236,-73.88422285240303
04/14/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11416,QUEENS,40.6857239309413,-73.851590144304
04/14/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11221,BROOKLYN,40.68727224428449,-73.92993279379293
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,11204,BROOKLYN,40.619128755026274,-73.98552683233609
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11414,QUEENS,40.65334930070127,-73.8413513032298
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11370,QUEENS,40.759425848460154,-73.8933522856558
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11221,BROOKLYN,40.68773389794721,-73.93081212138216
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11358,QUEENS,40.757644617886164,-73.80529946876771
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,10018,MANHATTAN,40.7576717999485,-73.994823870115
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11214,BROOKLYN,40.597797031363804,-74.00448676095387
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11102,QUEENS,40.76975129073186,-73.92419239691571
04/15/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,11204,BROOKLYN,40.61909306500374,-73.98546560470366
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11103,QUEENS,40.75737748775275,-73.9155796307359
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10002,MANHATTAN,40.7177916458251,-73.97985258858299
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10014,MANHATTAN,40.73352634853317,-74.00130258423067
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10003,MANHATTAN,40.72739966501623,-73.99043536473661
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,10003,MANHATTAN,40.726334461993446,-73.98791000358513
04/18/2017 08:52:45 PM,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,10011,MANHATTAN,40.74309710770874,-73.9932263107281
04/18/2017 11:36:52 AM,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,10019,MANHATTAN,40.769380400690274,-73.98837873675666
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,11219,BROOKLYN,40.63809890229583,-73.99918569792351
04/19/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11205,BROOKLYN,40.692146024236465,-73.95566749978927
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11368,QUEENS,40.75158135901246,-73.86461357479489
01/15/2017 04:11:55 PM,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,10003,MANHATTAN,40.73690475571935,-73.99050256084735
01/15/2017 11:35:25 PM,Department of Health and Mental Hygiene,Food Establishment,Pesticide,10002,MANHATTAN,40.71750511296686,-73.9952995588186
01/16/2017 12:36:03 AM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,10461,BRONX,40.84927483675939,-73.85363253125574
04/18/2017 02:30:39 PM,Department of Health and Mental Hygiene,Asbestos,N/A,10453,BRONX,40.84855456598056,-73.90839032261779
04/17/2017 04:21:28 PM,Department of Health and Mental Hygiene,Food Establishment,Pet/Animal,10013,MANHATTAN,40.71771606393523,-74.01063825398637
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11221,BROOKLYN,40.68724222927949,-73.93022489214746
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11221,BROOKLYN,40.694006918247624,-73.91999083050253
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11214,BROOKLYN,40.585195007558376,-73.98699228858445
04/17/2017 04:27:55 PM,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,10013,MANHATTAN,40.71771606393523,-74.01063825398637
01/22/2017 03:46:33 PM,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Odor,10301,STATEN ISLAND,40.64170028665369,-74.08674227917757
04/19/2017 08:49:40 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10033,MANHATTAN,40.8479991031889,-73.94029607984919
04/19/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10452,BRONX,40.83690443112996,-73.91717723947193
04/20/2017 04:20:03 PM,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,10314,STATEN ISLAND,40.61433612966996,-74.12154358702972
04/19/2017 03:54:29 PM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11210,BROOKLYN,40.62456685597855,-73.93801391071824
04/20/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10033,MANHATTAN,40.84691111350343,-73.93823322379754
04/20/2017 10:32:23 AM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10463,BRONX,40.87898695183713,-73.90734309789721
04/20/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10029,MANHATTAN,40.79772187501334,-73.9412766147412
04/20/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11221,BROOKLYN,40.68727224428449,-73.92993279379293
04/18/2017 06:07:07 PM,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,11372,QUEENS,40.75267256037572,-73.89502337834485
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,11103,QUEENS,40.7671010399411,-73.91788859150293
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11385,QUEENS,40.697363010430024,-73.9013313548622
04/18/2017 02:48:14 PM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,11230,BROOKLYN,40.617938244290315,-73.96388976567948
04/19/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11205,BROOKLYN,40.69183858650308,-73.95560640201559
04/19/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,11229,BROOKLYN,40.60174022386326,-73.93632816005525
04/19/2017 05:30:54 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10021,MANHATTAN,40.769084743189666,-73.95694122505668
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10474,BRONX,40.81231152110367,-73.88769700330376
04/20/2017 12:56:00 PM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11208,BROOKLYN,40.67059644187481,-73.8688226239103
04/20/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10469,BRONX,40.86456195262217,-73.85510288346305
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10463,BRONX,40.87602186087904,-73.90300079606398
04/20/2017 10:16:32 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11432,QUEENS,40.71254530628694,-73.78811332365939
04/20/2017 10:28:28 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,10012,MANHATTAN,40.726494268651834,-74.00234873366634
04/20/2017 07:23:31 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10019,MANHATTAN,40.76672486064378,-73.9787367158388
01/03/2017 12:54:25 AM,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,11429,QUEENS,40.708483285574225,-73.73639933382609
04/20/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.795252485299606,-73.97320906036077
04/20/2017 08:37:21 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11231,BROOKLYN,40.687463750477505,-74.00046153906936
02/04/2017 03:55:57 PM,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,11377,QUEENS,40.74503924273562,-73.89789004023243
04/20/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,10037,MANHATTAN,40.81764699886325,-73.93826399791674
01/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10471,BRONX,40.90231752133392,-73.9016058820673
02/04/2017 05:05:19 PM,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Leak,10031,MANHATTAN,40.82456287045771,-73.95416290429146
03/09/2017 06:23:08 PM,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,11225,BROOKLYN,40.6575141475207,-73.96031464606925
03/10/2017 06:28:55 PM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,10021,MANHATTAN,40.77026890433898,-73.96021857342315
03/10/2017 06:11:26 PM,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,11224,BROOKLYN,40.57523482342746,-73.99728581460344
03/10/2017 01:08:30 PM,Department of Health and Mental Hygiene,Food Establishment,Odor,10009,MANHATTAN,40.731087585946355,-73.98186551581712
03/10/2017 01:10:24 PM,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,10033,MANHATTAN,40.850456430429105,-73.93667926369397
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.793080098313425,-73.96808161233515
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.793080098313425,-73.96808161233515
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10454,BRONX,40.809232208477745,-73.92112387354211
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.793080098313425,-73.96808161233515
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10024,MANHATTAN,40.78404682931987,-73.97836286160812
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10024,MANHATTAN,40.78404682931987,-73.97836286160812
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10458,BRONX,40.85939987262163,-73.8935462518564
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10473,BRONX,40.82345634513602,-73.8781214228439
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10310,STATEN ISLAND,40.635443966879855,-74.12376182658092
04/22/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,10002,MANHATTAN,40.718309059514546,-73.99084431033397
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10002,MANHATTAN,40.72246975943296,-73.98713505606007
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10457,BRONX,40.84251110126484,-73.8929010403434
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11233,BROOKLYN,40.685525167695936,-73.91940607172907
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.79338000948269,-73.9708587203699
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10457,BRONX,40.83920959612961,-73.89942239919323
04/21/2017 11:02:07 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,11691,QUEENS,40.60666783568256,-73.75624543832733
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11215,BROOKLYN,40.67296169110899,-73.98189934535974
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10456,BRONX,40.82909177686423,-73.90167080616652
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10010,MANHATTAN,40.743030922348815,-73.9891556121082
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.793080098313425,-73.96808161233515
04/21/2017 09:38:33 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11223,BROOKLYN,40.59081256563628,-73.96773542491528
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10474,BRONX,40.81242665142047,-73.88754508205429
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,MANHATTAN,40.793080098313425,-73.96808161233515
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10463,BRONX,40.87602186087904,-73.90300079606398
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11238,BROOKLYN,40.67957384474099,-73.96899761723628
04/21/2017 01:25:34 PM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11212,BROOKLYN,40.665571665042044,-73.92087201761568
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10456,BRONX,40.834861701808286,-73.91625827258262
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10031,MANHATTAN,40.82231192539526,-73.95347074318033
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10463,BRONX,40.8803241645047,-73.90802831903099
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11221,BROOKLYN,40.68633851149604,-73.92068872309883
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10026,MANHATTAN,40.80462250467175,-73.95424165416134
04/21/2017 05:46:50 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10001,MANHATTAN,40.747549086491816,-73.993142850465
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10314,STATEN ISLAND,40.62147706570291,-74.16431126944065
04/21/2017 08:27:34 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,10014,MANHATTAN,40.73608135617221,-74.0091725653423
04/21/2017 01:33:29 PM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11691,QUEENS,40.59846531609839,-73.74072273903649
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10474,BRONX,40.81242665142047,-73.88754508205429
04/22/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,11238,BROOKLYN,40.67349065323777,-73.9662570256671
04/21/2017 02:28:26 PM,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,11225,BROOKLYN,40.668152604160426,-73.95228058159412
04/21/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10023,MANHATTAN,40.77513450061009,-73.97746673763818
04/12/2017 11:57:22 AM,Department of Health and Mental Hygiene,Asbestos,N/A,10014,MANHATTAN,40.7269800530374,-74.00376305233803
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,10459,BRONX,40.829252606869474,-73.89725130681549
04/22/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11206,BROOKLYN,40.692111367672126,-73.9514088063308
04/23/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10024,MANHATTAN,40.79071374453709,-73.97815123563981
04/22/2017 08:07:19 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,10472,BRONX,40.83336409277006,-73.88009079977472
03/28/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,10308,STATEN ISLAND,40.56342003752441,-74.14946261505118
03/29/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10308,STATEN ISLAND,40.55260230110342,-74.14979466819987
04/05/2017 02:55:19 PM,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,10016,MANHATTAN,40.74695820052484,-73.98505876453044
04/02/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10304,STATEN ISLAND,40.63348092473939,-74.08503104617252
04/05/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10463,BRONX,40.88186435501908,-73.91576872737359
04/05/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10463,BRONX,40.88186435501908,-73.91576872737359
04/05/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10458,BRONX,40.865548237783095,-73.88799756666266
04/06/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10468,BRONX,40.87748771855203,-73.88525816034485
04/06/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10457,BRONX,40.85033918419039,-73.89309085407312
04/06/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10457,BRONX,40.84855054517511,-73.88545988600704
04/06/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,10453,BRONX,40.84904087082858,-73.91256082573851
04/09/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,10308,STATEN ISLAND,40.56342003752441,-74.14946261505118
04/22/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11220,BROOKLYN,40.63760620912602,-74.01781002421794
04/23/2017 08:02:47 PM,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,11216,BROOKLYN,40.670935017564524,-73.95041126253702
04/22/2017 01:32:02 PM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,10014,MANHATTAN,40.7363889286515,-74.00687404312464
04/23/2017 06:41:24 PM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11362,QUEENS,40.77091209317775,-73.73364306413033
04/24/2017 01:07:16 AM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10028,MANHATTAN,40.77332020887488,-73.95090907966886
04/23/2017 05:58:14 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10009,MANHATTAN,40.7213272246811,-73.9818284879529
04/22/2017 09:37:46 AM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10032,MANHATTAN,40.8431182880684,-73.93890898882428
04/22/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10016,MANHATTAN,40.74338440511801,-73.98407797225603
04/23/2017 08:47:26 AM,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,11207,BROOKLYN,40.66338848692738,-73.89851965658521
04/12/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,10308,STATEN ISLAND,40.54810683153667,-74.15558498470178
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10467,BRONX,40.87177820522826,-73.87933814673347
04/24/2017 04:23:23 PM,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,10030,MANHATTAN,40.81695752272475,-73.94250605409184
04/24/2017 12:40:44 PM,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,10023,MANHATTAN,40.77127073196655,-73.98216506051128
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10027,MANHATTAN,40.81718479255649,-73.9534743279133
04/25/2017 01:13:03 AM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,10016,MANHATTAN,40.74150604800843,-73.97827924215458
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10033,MANHATTAN,40.85126215289846,-73.9395196149262
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10034,MANHATTAN,40.864354682241434,-73.92176349079341
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10031,MANHATTAN,40.824689697726534,-73.94898508632683
04/17/2017 12:00:00 AM,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,11234,BROOKLYN,40.61685045525968,-73.94175270725492
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10024,MANHATTAN,40.79012621875542,-73.97735693492233
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10034,MANHATTAN,40.86265852104764,-73.92185586806289
04/24/2017 03:27:06 PM,Department of Health and Mental Hygiene,Food Establishment,Food Protection,10022,MANHATTAN,40.756034255145686,-73.9676662254901
04/24/2017 06:50:14 PM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,11220,BROOKLYN,40.637019928555,-74.00795913364966
04/24/2017 08:16:20 PM,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,10016,MANHATTAN,40.74288734450505,-73.98229174810815
04/24/2017 11:29:02 PM,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,10459,BRONX,40.82100178905315,-73.89105689123802
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,11235,BROOKLYN,40.578207878821395,-73.9575754642263
04/25/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10468,BRONX,40.85840604170503,-73.89938613893433
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10017,MANHATTAN,40.75096007277261,-73.9708664493847
04/24/2017 01:59:22 PM,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,10314,STATEN ISLAND,40.57798765219372,-74.16292272728491
04/24/2017 05:42:31 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10304,STATEN ISLAND,40.61407916400953,-74.0834287388146
04/24/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10023,MANHATTAN,40.774989049952666,-73.97757149174177
04/24/2017 10:46:34 PM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,10458,BRONX,40.86638885624499,-73.89164778409038
04/25/2017 02:57:39 AM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,10306,STATEN ISLAND,40.57099840818987,-74.11072745103219
04/05/2017 07:15:16 PM,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,11418,QUEENS,40.70727127696088,-73.83606156713404
04/18/2017 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10463,BRONX,40.87466644765556,-73.90355601034659
04/05/2017 11:50:13 AM,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,11217,BROOKLYN,40.68756425022691,-73.98439779239298
04/19/2017 04:00:55 PM,Department of Health and Mental Hygiene,Smoking,Smoking Violation,11239,BROOKLYN,40.64478809403865,-73.87704603639904
